
2025-03-27 18:15:11,1.0804
2025-03-27 18:15:41,1.0804
2025-03-27 18:16:10,1.0804
2025-03-27 18:16:43,1.0804
2025-03-27 18:17:13,1.0805
2025-03-27 18:17:47,1.0805
2025-03-27 18:18:16,1.0805
2025-03-27 18:18:50,1.0805
2025-03-27 18:19:20,1.0805
2025-03-27 18:19:54,1.0805
2025-03-27 18:20:23,1.0808
2025-03-27 18:20:53,1.0808
2025-03-27 18:21:23,1.0808
2025-03-27 18:21:53,1.0808
2025-03-27 18:22:27,1.0807
2025-03-27 18:22:56,1.0807
2025-03-27 18:23:29,1.0802
2025-03-27 18:23:59,1.0802
2025-03-27 18:56:30,1.0794
2025-03-27 18:56:59,1.0794
2025-03-27 18:57:32,1.0794
2025-03-27 18:58:02,1.0794
2025-03-27 18:58:31,1.0793
2025-03-27 18:59:02,1.0793
2025-03-27 18:59:31,1.0793
2025-03-27 19:00:01,1.0793
2025-03-27 19:00:31,1.0793
2025-03-27 19:01:00,1.0793
2025-03-27 19:01:34,1.0789
2025-03-27 19:02:03,1.0789
2025-03-27 19:02:36,1.0789
2025-03-27 19:03:06,1.0789
2025-03-27 19:03:40,1.0791
2025-03-27 19:04:09,1.0791
2025-03-27 19:04:39,1.0791
2025-03-27 19:05:08,1.0791
2025-03-27 19:05:38,1.0791
2025-03-27 19:06:11,1.0791
2025-03-27 19:06:41,1.0791
2025-03-27 19:07:10,1.0791
2025-03-27 19:07:40,1.0791
2025-03-27 19:08:10,1.0791
2025-03-27 19:08:39,1.0791
2025-03-27 19:09:09,1.0791
2025-03-27 19:09:39,1.0791
2025-03-27 19:10:09,1.0791
2025-03-27 19:10:39,1.0791
2025-03-27 19:11:09,1.0791
2025-03-27 19:11:42,1.0792
2025-03-27 19:12:12,1.0792
2025-03-27 19:12:46,1.0792
2025-03-27 19:13:16,1.0792
2025-03-27 19:13:49,1.0794
2025-03-27 19:14:19,1.0794
2025-03-27 19:14:49,1.0794
2025-03-27 19:15:19,1.0794
2025-03-27 19:15:48,1.0795
2025-03-27 19:16:22,1.0795
2025-03-27 19:16:52,1.0796
2025-03-27 19:17:26,1.0796
2025-03-27 19:17:55,1.0796
2025-03-27 19:18:25,1.0796
2025-03-27 19:18:55,1.0796
2025-03-27 19:19:25,1.0796
2025-03-27 19:19:59,1.0796
2025-03-27 19:20:28,1.0796
2025-03-27 19:21:02,1.0795
2025-03-27 19:21:32,1.0795
2025-03-27 19:22:06,1.0795
